,Z9,Z10,Z11,Z12,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21
311,1,0,0.012821,0,0.01125,0.0,0.002155,0.0,0.0,0.0,0.0,1
312,1,0,0.0,0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,1
313,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
314,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
315,1,0,0.038462,1,0.01625,0.0,0.0,0.0,0.0,0.0,0.0,1
316,1,0,0.025641,0,0.015,0.008475,0.0,0.0,0.0,0.0,0.0,1
317,1,0,0.153846,0,0.00875,0.0,0.0,0.037037,0.0,0.0,0.0,1
318,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
319,1,1,0.012821,1,0.004375,0.002119,0.0,0.0,0.0,0.0,0.0,1
320,1,0,0.012821,0,0.00625,0.002119,0.0,0.0,0.0,0.0,0.0,1
321,1,0,0.025641,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
322,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
323,1,0,0.0,0,0.00625,0.002119,0.0,0.0,0.0,0.0,0.0,0
324,1,0,0.141026,0,0.01625,0.008475,0.0,0.0,0.0,0.0,0.0,1
325,0,0,0.0,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,1
326,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
327,1,0,0.025641,0,0.273125,0.34322,0.00431,0.012346,1.0,0.0,0.0,1
328,1,0,0.320513,1,0.005625,0.006356,0.0,0.0,0.0,0.0,0.0,0
329,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
330,1,0,0.012821,1,0.03875,0.016949,0.0,0.0,0.0,0.0,0.0,1
331,1,1,0.012821,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
332,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
333,1,0,0.012821,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
334,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
335,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
336,0,0,0.0,0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,1
337,1,0,0.012821,0,0.004375,0.002119,0.0,0.0,0.0,0.0,0.0,0
338,1,0,0.24359,1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0
339,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
340,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
341,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
342,1,0,0.012821,0,0.006875,0.0,0.0,0.0,0.0,0.0,0.0,0
343,1,0,0.025641,0,0.00625,0.002119,0.0,0.0,0.0,0.0,0.0,1
344,1,0,0.038462,1,0.03,0.010593,0.0,0.0,0.0,0.0,0.0,0
345,1,0,0.012821,0,0.000625,0.0,0.0,0.0,0.0,0.0,1.0,1
346,1,1,0.012821,1,0.005625,0.0,0.0,0.0,0.0,0.0,0.0,1
347,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
348,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
349,1,0,0.538462,1,0.009375,0.012712,0.0,0.0,0.0,0.0,0.0,0
350,1,0,0.115385,1,0.003125,0.002119,0.002155,0.0,0.0,0.0,0.0,1
351,1,0,0.192308,1,0.009375,0.002119,0.0,0.0,0.0,0.0,0.0,0
352,0,0,0.0,0,0.0,0.002119,0.0,0.0,0.0,0.0,0.0,1
353,1,0,0.012821,1,0.054375,0.033898,0.0,0.0,0.010101,0.0,0.0,0
354,1,0,0.051282,1,0.073125,0.040254,0.0,0.0,0.010101,0.0,0.0,1
355,1,0,0.025641,0,0.01125,0.008475,0.0,0.0,0.0,0.0,0.0,1
356,1,0,0.102564,0,0.00625,0.004237,0.0,0.0,0.0,0.0,0.0,0
357,1,0,0.012821,1,0.001875,0.0,0.0,0.0,0.0,0.003413,0.0,0
358,1,0,0.012821,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
359,1,0,0.051282,0,0.004375,0.0,0.0,0.0,0.0,0.0,0.0,0
360,1,0,0.025641,1,0.00625,0.008475,0.0,0.0,0.0,0.0,0.0,0
361,1,0,0.076923,1,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0
362,1,0,0.012821,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
363,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
364,1,0,0.012821,0,0.004375,0.0,0.0,0.0,0.0,0.0,0.0,1
365,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
366,0,0,0.0,0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,1
367,1,0,0.012821,0,0.033125,0.025424,0.0,0.0,0.0,0.0,0.0,0
368,1,0,0.012821,0,0.03875,0.014831,0.0,0.0,0.0,0.0,0.0,1
369,1,0,0.076923,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
370,1,0,0.012821,0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0
371,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
372,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
373,1,0,0.012821,0,0.024375,0.006356,0.0,0.0,0.0,0.0,0.0,1
374,0,0,0.0,0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,1
375,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
376,1,0,0.012821,0,0.02,0.010593,0.0,0.0,0.0,0.0,0.0,0
377,1,0,0.076923,1,0.204375,0.309322,0.002155,0.012346,0.020202,0.0,0.0,1
378,1,0,0.012821,0,0.01375,0.004237,0.0,0.0,0.0,0.0,0.0,0
379,1,0,0.012821,0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0
380,1,0,0.012821,0,0.009375,0.002119,0.0,0.0,0.0,0.0,0.0,0
381,1,0,0.012821,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
382,1,1,0.012821,1,0.035625,0.002119,0.0,0.08642,0.0,0.0,0.0,1
383,1,0,0.012821,0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0
384,1,0,0.012821,0,0.004375,0.0,0.0,0.0,0.010101,0.0,0.0,0
385,1,0,0.012821,1,0.008125,0.0,0.0,0.0,0.0,0.0,0.0,0
386,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
387,1,0,0.012821,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,0
388,1,0,0.051282,0,0.20375,0.110169,0.0,0.0,0.242424,0.0,0.0,1
389,0,0,0.0,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,0
390,1,0,0.012821,0,0.024375,0.0,0.0,0.0,0.0,0.0,0.0,1
391,1,0,0.012821,0,0.01375,0.0,0.0,0.0,0.0,0.0,0.0,1
392,1,0,0.012821,0,0.016875,0.008475,0.0,0.135802,0.0,0.0,0.0,1
393,1,0,0.115385,0,0.02875,0.006356,0.0,0.0,0.0,0.0,0.0,0
394,1,0,0.038462,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,0
395,1,0,0.012821,1,0.01625,0.0,0.0,0.0,0.0,0.0,0.0,0
396,1,0,0.012821,0,0.000625,0.008475,0.0,0.0,0.0,0.0,0.0,1
397,1,0,0.025641,0,0.001875,0.004237,0.0,0.0,0.010101,0.0,0.0,0
398,1,0,0.051282,0,0.000625,0.006356,0.0,0.0,0.0,0.0,0.0,0
399,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
400,1,0,0.012821,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
401,1,0,0.012821,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,0
402,1,0,0.012821,1,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
403,1,0,0.051282,0,0.009375,0.004237,0.0,0.0,0.010101,0.0,0.0,0
404,0,0,0.0,0,0.00875,0.0,0.002155,0.0,0.0,0.0,0.0,1
405,1,0,0.051282,1,0.009375,0.004237,0.0,0.0,0.0,0.0,0.0,0
406,1,0,0.012821,1,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0
407,0,0,0.0,0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,1
408,1,0,0.051282,1,0.006875,0.002119,0.0,0.0,0.0,0.0,0.0,1
409,1,0,0.012821,1,0.128125,0.025424,0.00431,0.012346,0.070707,0.0,0.0,1
410,1,0,0.012821,0,0.00625,0.002119,0.0,0.0,0.0,0.0,0.0,0
411,1,0,0.051282,1,0.01125,0.006356,0.0,0.0,0.0,0.0,0.0,1
412,1,0,0.012821,0,0.05125,0.016949,0.0,0.0,0.0,0.0,0.0,0
413,1,0,0.115385,1,0.018125,0.0,0.0,0.0,0.0,0.0,0.0,0
414,0,0,0.0,0,0.004375,0.0,0.002155,0.0,0.0,0.0,0.0,1
415,1,0,0.025641,1,0.031875,0.012712,0.0,0.0,0.010101,0.0,0.0,1
416,1,0,0.025641,0,0.000625,0.002119,0.0,0.0,0.0,0.0,0.0,0
417,1,0,0.012821,0,0.00375,0.002119,0.0,0.0,0.0,0.0,0.0,0
418,1,0,0.025641,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,1
419,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
420,1,0,0.012821,0,0.089375,0.044492,0.002155,0.0,0.0,0.0,0.0,1
421,1,0,0.012821,0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0
422,1,0,0.051282,0,0.01,0.002119,0.0,0.0,0.0,0.0,0.0,1
423,1,0,0.012821,1,0.0125,0.002119,0.0,0.0,0.0,0.0,0.0,0
424,1,0,0.025641,1,0.021875,0.006356,0.0,0.0,0.0,0.0,0.0,1
425,1,0,0.24359,1,0.014375,0.008475,0.0,0.0,0.0,0.0,0.0,0
426,1,0,0.012821,0,0.019375,0.002119,0.0,0.0,0.0,0.0,0.0,1
427,1,0,0.012821,0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,1
428,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
429,0,0,0.0,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,1
430,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
431,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
432,1,0,0.217949,1,0.0075,0.004237,0.0,0.0,0.0,0.0,0.0,0
433,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
434,1,0,0.141026,1,0.001875,0.002119,0.0,0.0,0.0,0.0,0.0,0
435,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
436,1,0,0.012821,1,0.000625,0.0,0.0,0.024691,0.0,0.0,0.0,0
437,1,0,0.012821,0,0.004375,0.0,0.0,0.0,0.0,0.0,0.0,0
438,0,0,0.0,0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,1
439,1,0,0.012821,0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0
440,1,0,0.012821,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
441,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
442,1,0,0.012821,0,0.01625,0.008475,0.0,0.0,0.010101,0.0,0.0,0
443,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
444,1,0,1.0,1,0.003125,0.004237,0.0,0.0,0.0,0.0,0.0,0
445,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
446,1,0,0.089744,1,0.00125,0.002119,0.0,0.0,0.0,0.0,0.0,0
447,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
448,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
449,0,0,0.0,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,1
450,0,0,0.0,0,0.000625,0.0,0.0,0.012346,0.0,0.0,0.0,1
451,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
452,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
453,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
454,0,0,0.0,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,1
455,0,0,0.0,0,0.000625,0.002119,0.0,0.0,0.0,0.0,0.0,0
456,1,0,0.012821,0,0.00875,0.008475,0.0,0.0,0.0,0.0,0.0,0
457,1,0,0.012821,0,0.004375,0.008475,0.002155,0.0,0.0,0.0,1.0,1
458,1,0,0.012821,0,0.005,0.002119,0.0,0.0,0.0,0.0,0.0,0
459,1,0,0.038462,0,0.04125,0.048729,0.0,0.0,0.0,0.0,0.0,1
460,1,0,0.025641,0,0.0025,0.0,0.0,0.0,0.010101,0.0,0.0,0
461,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
462,1,0,0.012821,0,0.00375,0.004237,0.0,0.0,0.0,0.0,0.0,1
463,0,0,0.0,0,0.000625,0.0,0.002155,0.0,0.0,0.0,0.0,1
464,1,0,0.051282,0,0.00375,0.006356,0.0,0.0,0.0,0.0,0.0,1
465,1,0,0.141026,0,0.0425,0.061441,0.002155,0.0,0.010101,0.0,0.0,1
466,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.010101,0.0,0.0,0
467,1,0,0.012821,0,0.004375,0.0,0.0,0.0,0.0,0.0,0.0,1
468,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
469,1,0,0.012821,0,0.001875,0.004237,0.0,0.0,0.0,0.0,0.0,0
470,1,0,0.012821,0,0.016875,0.019068,0.0,0.0,0.0,0.0,0.0,1
471,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
472,0,1,0.025641,0,0.004375,0.0,0.0,0.0,0.010101,0.0,0.0,0
473,1,0,0.025641,0,0.00375,0.004237,0.0,0.0,0.0,0.0,0.0,0
474,1,0,0.051282,0,0.0025,0.006356,0.0,0.0,0.0,0.003413,0.0,0
475,1,0,0.051282,0,0.0125,0.008475,0.0,0.0,0.010101,0.0,0.0,0
476,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
477,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
478,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
479,0,0,0.0,0,0.00125,0.0,0.002155,0.0,0.0,0.0,0.0,1
480,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
481,1,0,0.012821,0,0.00625,0.019068,0.00431,0.08642,0.0,0.0,0.0,0
482,1,0,0.012821,0,0.00625,0.0,0.008621,0.0,0.0,0.0,0.0,1
483,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
484,1,0,0.012821,0,0.0,0.0,0.002155,0.0,0.0,0.0,0.0,0
485,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
486,1,0,0.012821,0,0.005625,0.002119,0.0,0.0,0.0,0.0,0.0,0
487,1,0,0.012821,0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0
488,1,0,0.012821,0,0.003125,0.008475,0.0,0.0,0.040404,0.0,0.0,1
489,0,0,0.0,0,0.00125,0.002119,0.0,0.0,0.0,0.0,0.0,1
490,1,0,0.012821,0,0.009375,0.004237,0.00431,0.0,0.0,0.0,0.0,0
491,1,0,0.012821,0,0.014375,0.021186,0.0,0.0,0.0,0.0,0.0,1
492,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
493,1,0,0.012821,0,0.004375,0.002119,0.0,0.0,0.0,0.0,0.0,0
494,1,0,0.012821,0,0.0075,0.012712,0.002155,0.0,0.0,0.0,0.0,0
495,1,0,0.038462,0,0.000625,0.006356,0.0,0.049383,0.020202,0.0,0.0,0
496,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
497,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
498,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
499,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
500,0,0,0.0,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,1
501,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
502,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
503,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
504,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
505,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
506,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
507,1,0,0.012821,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
508,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
509,1,0,0.012821,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
510,1,0,0.115385,0,0.011875,0.004237,0.0,0.0,0.0,0.0,0.0,0
511,1,0,0.012821,0,0.0225,0.012712,0.002155,0.0,0.0,0.0,0.0,1
512,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
513,1,0,0.358974,1,0.004375,0.004237,0.0,0.0,0.0,0.0,0.0,0
514,1,0,0.012821,0,0.010625,0.012712,0.0,0.0,0.0,0.0,0.0,0
515,1,0,0.192308,1,0.00875,0.004237,0.0,0.0,0.0,0.0,0.0,0
516,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
517,1,0,0.012821,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,0
518,1,0,0.038462,1,0.025625,0.03178,0.0,0.0,0.0,0.0,0.0,1
519,1,0,0.012821,0,0.005,0.002119,0.0,0.0,0.0,0.0,0.0,0
520,1,0,0.012821,0,0.013125,0.004237,0.0,0.0,0.0,0.0,0.0,1
521,1,0,0.217949,1,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,0
522,1,0,0.153846,0,0.00875,0.0,0.0,0.0,0.0,0.0,0.0,0
523,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
524,1,0,0.051282,0,0.01875,0.036017,0.0,0.0,0.0,0.0,0.0,1
525,1,0,0.012821,0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,1
526,1,0,0.012821,0,0.01125,0.006356,0.0,0.0,0.0,0.0,0.0,1
527,1,0,0.051282,0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,1
528,1,0,0.012821,0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,1
529,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
530,1,0,0.038462,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,1
531,0,0,0.0,0,0.001875,0.0,0.0,0.0,0.0,0.0,0.0,1
532,0,0,0.0,0,0.00125,0.002119,0.0,0.0,0.0,0.0,0.0,1
533,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
534,1,0,0.089744,0,0.020625,0.038136,0.0,0.0,0.060606,0.0,0.0,1
535,1,0,0.012821,0,0.014375,0.002119,0.0,0.111111,0.0,0.0,0.0,1
536,1,0,0.012821,0,0.031875,0.012712,0.0,0.0,0.0,0.0,0.0,1
537,1,0,0.012821,0,0.00625,0.004237,0.0,0.0,0.0,0.0,0.0,0
538,1,0,0.038462,1,0.0225,0.008475,0.0,0.0,0.0,0.0,0.0,1
539,1,0,0.461538,1,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0
540,1,0,0.038462,0,0.023125,0.010593,0.0,0.0,0.0,0.0,0.0,1
541,1,0,0.012821,0,0.00125,0.004237,0.0,0.049383,0.0,0.0,0.0,0
542,1,0,0.102564,0,0.0475,0.019068,0.002155,0.0,0.0,0.0,0.0,1
543,1,1,0.012821,1,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
544,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
545,1,0,0.012821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546,0,0,0.0,0,0.0,0.002119,0.0,0.0,0.0,0.0,0.0,1
547,1,0,0.5,1,0.009375,0.004237,0.0,0.0,0.0,0.0,0.0,0
548,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
549,1,1,0.012821,1,0.001875,0.004237,0.0,0.0,0.0,0.0,0.0,1
550,1,0,0.474359,1,0.004375,0.004237,0.0,0.0,0.0,0.0,0.0,0
551,1,0,0.025641,0,0.2125,0.20339,0.0,0.0,0.060606,0.0,0.0,1
552,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553,1,0,0.012821,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0
554,1,0,0.076923,0,0.0075,0.002119,0.0,0.0,0.0,0.0,0.0,1
555,1,0,0.012821,0,0.036875,0.002119,0.0,0.0,0.0,0.0,0.0,1
556,0,0,0.0,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
557,1,0,0.179487,1,0.00375,0.006356,0.0,0.0,0.0,0.0,0.0,0
558,1,0,0.012821,0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0
559,1,0,0.038462,0,0.018125,0.010593,0.0,0.0,0.010101,0.0,0.0,1
560,1,0,0.064103,0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0
561,1,0,0.038462,0,0.055,0.021186,0.0,0.0,0.040404,0.0,0.0,1
562,1,0,0.025641,0,0.000625,0.002119,0.0,0.0,0.0,0.0,0.0,0
563,1,0,0.128205,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
564,1,0,0.089744,1,0.00625,0.004237,0.002155,0.0,0.0,0.0,0.0,0
565,1,0,0.089744,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
566,1,0,0.012821,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1
567,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
568,1,0,0.012821,0,0.00375,0.0,0.002155,0.0,0.0,0.0,0.0,0
569,1,0,0.012821,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
570,1,0,0.012821,0,0.0325,0.008475,0.0,0.012346,0.010101,0.0,0.0,1
571,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,1
572,1,0,0.012821,0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0
573,1,0,0.012821,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
574,0,0,0.0,0,0.000625,0.0,0.0,0.0,0.0,0.003413,0.0,1
575,1,0,0.051282,0,0.0175,0.002119,0.0,0.0,0.0,0.0,0.0,0
576,1,0,0.012821,1,0.005625,0.008475,0.0,0.074074,0.0,0.0,0.0,0
577,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
578,1,0,0.012821,1,0.071875,0.061441,0.006466,0.049383,0.030303,0.0,0.0,1
579,1,0,0.128205,1,0.005625,0.006356,0.0,0.0,0.0,0.0,0.0,1
580,1,0,0.282051,1,0.00375,0.002119,0.0,0.0,0.0,0.0,0.0,0
581,1,0,0.333333,1,0.005,0.008475,0.0,0.0,0.0,0.0,0.0,0
582,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
583,1,0,0.012821,0,0.018125,0.012712,0.0,0.0,0.020202,0.0,0.0,1
584,0,0,0.0,0,0.0,0.004237,0.0,0.0,0.0,0.0,0.0,0
585,1,0,0.012821,0,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0
586,1,0,0.089744,0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0
587,1,0,0.012821,0,0.0075,0.002119,0.0,0.0,0.0,0.0,0.0,0
588,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
589,1,0,0.089744,0,0.048125,0.0,0.0,0.0,0.0,0.0,0.0,1
590,0,0,0.179487,0,0.065,0.019068,0.0,0.0,0.010101,0.0,0.0,1
591,1,0,0.012821,0,0.00375,0.0,0.0,0.0,0.010101,0.0,0.0,0
